amount,hour_of_day,transaction_type,is_foreign_country,account_age_days,num_transactions_today,distance_from_home_km,is_fraud
65.41,11,purchase,0,2091,1,1.74,0
104.65,18,purchase,0,975,2,16.41,0
230.87,10,withdrawal,0,1340,2,4.82,0
92.69,22,withdrawal,0,3575,3,2.53,0
90.95,6,withdrawal,0,3309,3,34.39,0
37.77,18,purchase,0,1068,0,0.66,0
129.27,16,purchase,0,1769,1,5.27,0
74.22,11,online,0,1403,3,4.89,0
9.19,13,purchase,0,756,2,11.62,0
174.77,19,withdrawal,0,1028,1,13.34,0
119.79,18,online,0,2184,1,2.56,0
112.95,11,transfer,0,1609,1,9.02,0
176.78,8,online,0,2247,2,41.13,0
208.91,6,purchase,0,2676,3,8.8,0
96.34,8,purchase,0,1594,1,11.49,0
92.85,19,withdrawal,0,3477,0,9.99,0
42.61,10,purchase,0,3570,3,11.6,0
145.08,15,purchase,0,2183,2,23.85,0
21.31,18,transfer,0,3272,5,0.99,0
62.19,20,purchase,0,404,5,5.89,0
122.55,10,withdrawal,0,2771,4,3.67,0
115.79,8,purchase,0,3181,1,1.33,0
30.0,12,purchase,0,654,1,5.79,0
326.78,12,withdrawal,0,2701,5,26.86,0
82.57,21,purchase,0,3307,1,3.75,0
41.04,15,purchase,1,3507,1,20.14,0
166.03,9,purchase,0,3638,4,6.1,0
114.83,18,withdrawal,0,237,2,0.45,0
15.54,16,purchase,0,2598,3,5.26,0
123.23,19,withdrawal,0,2257,1,1.9,0
73.59,21,transfer,0,955,2,27.7,0
38.81,12,purchase,0,947,4,7.6,0
417.37,17,online,0,113,2,936.57,1
54.68,20,online,0,386,0,2.38,0
129.56,11,withdrawal,0,1230,5,17.28,0
70.46,16,withdrawal,0,1768,3,28.41,0
47.26,17,purchase,0,1376,4,2.97,0
68.24,13,purchase,0,2820,3,5.1,0
145.2,11,withdrawal,0,790,1,7.93,0
96.7,18,online,0,2252,1,8.23,0
28.18,16,purchase,0,2906,1,35.79,0
39.21,20,online,0,1949,1,35.85,0
23.03,15,purchase,0,1825,0,3.72,0
21.97,8,purchase,0,3546,1,2.52,0
10.54,13,purchase,0,2373,1,52.31,0
315.55,0,purchase,1,254,8,33.0,1
139.41,5,online,0,222,7,405.57,1
239.51,13,transfer,0,2123,1,49.32,0
69.52,16,withdrawal,0,1116,2,12.44,0
33.79,12,transfer,0,3174,3,3.55,0
23.09,14,transfer,0,852,4,2.86,0
31.21,6,withdrawal,0,352,3,24.15,0
24.69,13,withdrawal,0,1038,2,4.98,0
44.33,8,online,0,1049,2,2.84,0
68.37,12,transfer,0,2093,3,3.99,0
55.71,14,purchase,0,2979,5,6.19,0
189.82,18,online,0,1666,3,10.75,0
41.77,19,purchase,0,824,1,21.5,0
122.62,8,purchase,0,2092,1,16.21,0
10.22,22,purchase,0,1999,2,16.67,0
19.81,15,purchase,0,1850,5,22.98,0
39.33,10,withdrawal,0,1108,0,7.47,0
131.66,12,transfer,0,1475,1,11.54,0
121.91,22,purchase,0,2402,3,7.18,0
95.44,17,transfer,0,2583,3,22.53,0
26.36,11,online,0,1918,0,6.1,0
142.11,18,withdrawal,0,859,1,0.26,0
78.78,15,online,0,3299,1,32.42,0
85.36,20,purchase,0,1464,1,6.73,0
87.68,17,purchase,0,1923,0,5.13,0
53.92,10,online,0,3264,2,20.41,0
107.18,14,online,0,2308,0,1.15,0
56.24,7,withdrawal,0,2585,3,0.12,0
218.56,9,online,0,1797,2,3.46,0
123.89,19,purchase,0,1321,1,79.03,0
112.8,20,withdrawal,0,1392,3,28.42,0
102.97,17,transfer,0,307,1,0.41,0
12.86,7,transfer,0,2236,1,1.97,0
12.05,10,purchase,0,328,0,30.88,0
126.78,6,online,0,1843,2,17.07,0
138.11,16,online,0,1977,1,44.14,0
28.8,20,purchase,0,2007,1,15.45,0
92.89,14,withdrawal,0,1588,1,1.11,0
58.48,10,withdrawal,0,3602,1,5.04,0
88.32,9,purchase,0,2499,1,16.66,0
62.9,15,purchase,0,3338,2,7.1,0
55.42,13,online,0,1596,3,9.41,0
149.79,11,purchase,0,3053,3,4.05,0
336.01,11,purchase,0,586,4,4.53,0
60.5,16,online,1,426,0,12.34,0
32.52,21,online,0,1010,5,1.86,0
5.44,10,transfer,0,292,4,34.0,0
108.55,17,purchase,0,1377,3,13.75,0
177.5,12,transfer,0,1841,2,15.51,0
96.24,17,purchase,0,132,3,0.24,0
53.74,16,purchase,0,809,1,3.6,0
52.64,9,online,0,2121,1,3.79,0
99.1,19,withdrawal,0,249,1,7.51,0
78.56,6,purchase,0,2533,0,3.31,0
159.21,16,transfer,0,542,0,10.53,0
67.91,9,transfer,0,1428,2,9.97,0
88.86,20,purchase,0,813,1,9.27,0
91.35,18,withdrawal,0,2561,3,19.68,0
246.46,8,purchase,0,148,2,16.14,0
108.25,17,withdrawal,0,2334,0,5.11,0
70.14,8,online,0,1942,1,11.41,0
88.88,15,purchase,0,1483,2,4.38,0
54.41,15,purchase,0,590,2,15.43,0
103.81,13,purchase,0,787,1,4.49,0
25.6,14,transfer,0,1755,2,4.92,0
144.01,19,purchase,0,2780,1,16.27,0
165.93,14,purchase,0,1708,5,13.04,0
191.39,20,online,0,46,0,3.74,0
25.41,6,withdrawal,0,2221,2,3.95,0
55.64,8,transfer,0,2007,1,4.15,0
36.21,19,transfer,0,3236,1,58.04,0
76.38,19,purchase,0,63,2,23.33,0
100.56,13,online,0,89,2,6.13,0
138.97,17,purchase,0,2563,1,16.57,0
79.93,7,withdrawal,0,2740,2,6.78,0
47.24,12,withdrawal,0,38,2,14.2,0
4.11,9,purchase,0,37,5,11.22,0
15.28,21,purchase,0,1945,2,20.75,0
85.36,11,purchase,0,318,2,32.94,0
140.89,16,online,0,1252,0,35.67,0
9.21,13,online,0,2561,2,56.38,0
62.19,12,withdrawal,0,173,2,98.67,0
41.68,7,withdrawal,0,2836,4,15.2,0
102.86,9,online,0,1803,5,23.86,0
154.78,14,transfer,1,2895,3,7.13,0
225.37,12,withdrawal,0,728,2,7.97,0
42.07,16,transfer,1,2786,2,60.84,0
93.48,14,withdrawal,0,531,2,64.6,0
116.06,13,online,0,2380,2,1.88,0
97.8,22,purchase,0,3628,0,6.74,0
68.83,6,purchase,0,294,2,2.9,0
85.91,22,online,0,2706,1,13.29,0
10.64,18,withdrawal,0,2314,4,14.66,0
158.99,11,purchase,0,415,1,3.81,0
27.59,10,withdrawal,0,2391,2,11.03,0
59.2,9,purchase,0,1476,1,24.18,0
26.86,21,withdrawal,0,826,6,13.37,0
207.09,16,purchase,0,1957,2,2.34,0
117.21,8,purchase,0,2540,2,12.0,0
91.76,17,purchase,0,1503,3,10.45,0
94.62,16,purchase,0,1417,1,10.48,0
17.41,14,transfer,0,460,0,1.58,0
335.62,8,purchase,0,1444,1,27.53,0
107.28,6,purchase,0,753,1,76.74,0
18.73,7,purchase,0,1631,1,9.02,0
170.73,9,online,0,621,2,17.53,0
67.18,15,withdrawal,0,570,2,4.38,0
79.89,11,purchase,0,1647,1,4.58,0
97.88,22,purchase,0,144,2,14.0,0
470.22,23,online,0,286,4,686.1,1
18.1,17,withdrawal,0,1592,1,1.52,0
61.48,7,transfer,0,2788,1,10.19,0
207.38,8,purchase,0,2553,1,0.87,0
106.36,8,purchase,0,433,3,2.58,0
255.24,8,purchase,0,1424,3,21.38,0
234.16,13,purchase,0,3598,3,35.32,0
165.27,12,purchase,0,3626,3,23.94,0
13.92,19,purchase,0,1228,2,31.11,0
20.04,10,purchase,1,3218,1,11.92,0
80.73,10,purchase,0,2155,3,12.6,0
65.95,9,purchase,0,102,1,14.77,0
69.27,11,transfer,0,1841,4,28.04,0
66.12,13,transfer,0,2352,1,10.69,0
138.52,20,online,0,949,1,49.25,0
85.6,22,transfer,0,3352,2,19.94,0
9.47,7,online,0,904,5,6.29,0
65.59,10,purchase,0,3637,3,5.61,0
55.18,18,purchase,0,3468,2,33.26,0
95.2,17,transfer,0,2375,3,2.45,0
1470.7,13,online,1,188,11,10.61,1
58.27,13,purchase,0,1702,1,17.01,0
129.05,17,purchase,1,3168,1,19.71,0
30.21,18,purchase,0,1689,4,5.1,0
15.37,18,withdrawal,0,825,1,31.62,0
106.95,18,online,0,2725,2,0.34,0
59.46,18,purchase,0,2246,4,1.17,0
90.48,14,transfer,1,3593,2,16.57,0
40.11,12,purchase,0,3600,1,15.71,0
101.78,6,online,0,1129,3,7.64,0
54.46,7,purchase,0,2661,2,10.43,0
114.85,21,purchase,0,3583,2,18.52,0
84.7,17,purchase,0,2071,3,5.98,0
38.02,16,withdrawal,0,2939,1,66.99,0
133.77,8,purchase,0,234,1,6.49,0
6.87,20,purchase,0,575,3,41.03,0
137.47,20,purchase,0,2444,2,17.33,0
117.79,8,online,0,1764,3,1.61,0
79.41,18,online,1,999,3,1.23,0
28.79,13,withdrawal,0,259,2,13.91,0
55.72,21,transfer,0,3075,1,19.3,0
118.59,15,online,0,2497,3,16.98,0
120.51,8,purchase,0,2690,2,5.44,0
96.86,9,purchase,0,2183,1,15.95,0
132.85,14,online,0,2757,3,17.77,0
81.58,12,withdrawal,0,3621,3,0.08,0
97.95,17,purchase,0,3286,0,2.76,0
69.51,21,purchase,0,342,0,44.03,0
30.01,14,withdrawal,0,1842,3,6.0,0
41.05,7,purchase,0,2094,4,23.11,0
67.69,10,purchase,0,3515,0,27.23,0
56.99,19,purchase,0,3126,1,2.81,0
172.78,12,purchase,0,1979,2,8.31,0
122.16,22,purchase,0,3153,1,1.78,0
136.85,6,purchase,0,2285,0,26.84,0
119.3,18,purchase,0,2515,1,11.27,0
34.26,11,purchase,0,1668,2,3.85,0
38.8,22,online,0,2089,4,2.02,0
89.42,7,transfer,0,1525,2,14.52,0
129.72,16,online,0,2383,4,19.52,0
97.54,16,purchase,0,228,1,6.64,0
48.58,10,transfer,0,1832,1,2.0,0
34.99,8,purchase,0,2111,1,9.74,0
44.08,22,online,0,3550,1,14.66,0
174.85,21,transfer,0,662,2,59.98,0
53.37,11,purchase,0,2316,2,47.76,0
57.42,15,online,0,1195,2,5.42,0
109.21,15,purchase,0,327,2,1.39,0
22.63,15,purchase,0,3499,2,22.14,0
47.58,10,purchase,0,3463,1,30.78,0
125.87,16,purchase,1,1124,1,4.15,0
137.3,10,withdrawal,0,3312,1,17.89,0
101.45,8,transfer,1,2180,0,13.59,0
131.54,7,withdrawal,0,3041,5,14.27,0
46.84,7,transfer,0,1804,3,10.27,0
61.52,20,withdrawal,0,352,2,7.83,0
59.83,10,withdrawal,0,3094,1,1.25,0
66.52,11,online,0,2099,2,52.99,0
25.94,20,purchase,0,730,3,15.24,0
106.12,17,withdrawal,0,611,5,4.92,0
47.77,8,purchase,0,2645,5,4.06,0
61.18,22,purchase,0,1681,2,41.21,0
61.74,9,transfer,0,2362,2,22.49,0
56.73,19,purchase,0,3092,2,5.38,0
129.01,16,purchase,1,183,2,0.49,0
150.96,9,withdrawal,0,109,3,29.64,0
232.57,21,transfer,0,3478,5,3.22,0
102.3,18,withdrawal,0,779,2,44.07,0
21.68,12,transfer,0,1416,0,8.08,0
159.73,17,withdrawal,1,1453,4,10.74,0
81.2,7,purchase,0,3244,4,10.19,0
39.84,20,transfer,0,3348,2,14.29,0
115.36,14,purchase,0,1229,2,5.45,0
61.69,16,purchase,0,1431,0,20.81,0
617.67,3,online,1,249,5,112.71,1
52.06,13,withdrawal,0,3558,2,1.52,0
101.02,10,transfer,0,1945,1,46.35,0
712.73,3,withdrawal,1,34,9,254.64,1
159.25,12,withdrawal,0,567,3,3.89,0
102.75,10,transfer,0,2220,2,29.62,0
68.65,8,purchase,0,1106,3,2.75,0
103.88,9,withdrawal,0,2228,2,2.35,0
71.35,8,purchase,0,2749,2,6.18,0
236.81,8,purchase,0,1712,3,39.83,0
23.22,16,purchase,0,2757,1,5.24,0
84.5,18,purchase,0,901,0,7.75,0
65.66,14,purchase,0,2983,4,11.44,0
32.8,6,online,0,2405,0,1.54,0
37.92,10,purchase,0,1972,4,7.13,0
79.39,13,purchase,0,55,4,2.61,0
174.52,19,transfer,0,1902,0,3.42,0
49.61,11,withdrawal,0,2816,5,1.44,0
22.39,20,purchase,0,1850,1,25.97,0
254.76,6,purchase,0,3325,2,11.12,0
21.77,15,withdrawal,0,109,0,23.83,0
92.08,16,purchase,0,3479,4,1.08,0
69.83,16,online,0,663,2,24.88,0
12.3,18,withdrawal,1,3272,2,18.48,0
50.41,6,online,0,3432,0,30.86,0
34.11,22,online,0,736,4,40.09,0
65.2,9,purchase,0,3585,8,29.16,0
112.75,18,withdrawal,1,1938,4,1.18,0
103.89,11,transfer,0,2265,1,6.8,0
69.01,9,withdrawal,0,2367,2,36.0,0
14.89,14,withdrawal,0,236,1,11.94,0
17.74,13,withdrawal,0,2922,2,24.44,0
70.87,22,withdrawal,0,2567,0,1.1,0
120.26,8,purchase,0,1390,1,14.92,0
6.26,8,withdrawal,0,2086,1,3.15,0
138.36,10,purchase,0,568,3,16.02,0
83.26,20,online,1,1903,4,24.61,0
35.61,21,purchase,0,3209,3,10.71,0
67.37,15,withdrawal,0,3635,1,9.79,0
66.52,10,withdrawal,0,109,2,23.13,0
23.85,22,purchase,0,3565,1,11.74,0
18.63,17,online,0,1899,0,8.28,0
215.71,14,withdrawal,0,155,1,10.1,0
41.85,17,purchase,0,2054,2,20.53,0
97.49,13,purchase,0,1653,2,17.32,0
62.99,17,purchase,0,583,2,27.38,0
817.14,1,purchase,1,31,6,418.43,1
39.13,6,purchase,0,1891,2,1.19,0
63.11,22,purchase,0,235,4,2.18,0
54.72,12,purchase,0,463,4,4.71,0
86.27,13,purchase,0,1958,1,36.34,0
37.06,17,transfer,0,712,1,19.62,0
29.14,9,online,0,2789,1,1.52,0
467.3,1,online,0,266,6,225.99,1
34.0,9,purchase,0,1212,3,18.01,0
45.17,19,online,0,1144,2,16.58,0
58.04,21,purchase,0,1247,0,25.29,0
40.57,17,transfer,0,3344,1,30.0,0
7.94,15,transfer,0,2842,1,4.97,0
50.14,19,purchase,0,3305,3,9.37,0
30.17,9,purchase,0,3311,5,5.17,0
45.84,8,purchase,0,1754,5,2.31,0
61.7,18,purchase,0,2090,0,22.25,0
119.27,7,withdrawal,0,150,0,8.54,0
71.42,14,transfer,0,659,1,36.79,0
42.56,7,transfer,0,2389,0,0.98,0
129.71,18,purchase,0,1110,2,16.69,0
165.51,18,online,0,1947,1,118.08,0
14.57,12,withdrawal,0,951,3,5.54,0
68.9,18,online,0,958,2,25.65,0
19.4,19,purchase,0,1294,4,8.98,0
46.91,14,purchase,0,120,3,2.03,0
16.24,18,purchase,0,2628,1,11.84,0
1014.68,4,online,1,212,5,79.31,1
117.98,10,purchase,0,1931,1,27.2,0
69.64,9,purchase,0,802,1,3.01,0
140.0,13,purchase,0,3201,1,34.42,0
41.46,22,withdrawal,0,1932,4,7.12,0
139.25,7,withdrawal,0,2687,4,5.61,0
63.57,6,online,0,831,1,0.83,0
109.36,18,purchase,0,422,2,8.03,0
121.24,7,transfer,0,361,2,4.3,0
196.63,10,online,1,340,6,19.61,1
89.04,21,purchase,0,2081,2,26.24,0
119.9,21,online,0,2406,6,3.46,0
40.61,19,purchase,0,1128,1,25.57,0
85.37,10,transfer,0,3112,3,26.57,0
15.41,17,purchase,0,3193,0,1.3,0
162.2,6,withdrawal,0,3220,1,11.14,0
97.25,18,purchase,0,1791,3,17.55,0
85.18,19,transfer,0,303,2,13.42,0
62.15,17,purchase,0,3065,2,46.96,0
100.08,12,withdrawal,0,1229,0,9.04,0
110.55,19,withdrawal,0,3615,2,11.96,0
42.73,7,purchase,0,2090,4,22.26,0
138.33,8,withdrawal,0,3586,1,11.02,0
97.17,12,purchase,0,1377,4,26.6,0
868.61,5,transfer,1,99,4,177.11,1
146.48,6,withdrawal,0,2837,5,15.31,0
94.06,6,purchase,0,2573,1,8.77,0
116.36,9,withdrawal,0,905,0,33.24,0
10.44,18,purchase,0,2679,0,18.45,0
12.76,22,purchase,0,1404,0,28.97,0
257.86,6,transfer,0,637,2,10.89,0
24.97,9,online,0,602,2,11.8,0
71.79,18,online,0,3097,3,52.19,0
42.37,6,purchase,0,3072,6,0.68,0
84.74,11,online,0,3270,2,7.16,0
143.21,17,online,0,2961,2,58.56,0
39.23,12,purchase,0,1767,1,4.3,0
105.72,18,transfer,0,1075,1,56.6,0
54.87,20,purchase,0,3610,0,26.78,0
108.07,21,online,0,1264,1,15.82,0
51.56,6,purchase,0,2552,4,46.67,0
65.5,16,withdrawal,0,3017,2,23.86,0
251.85,11,purchase,0,2250,3,28.38,0
237.34,10,purchase,0,2441,1,5.62,0
17.7,14,online,0,92,2,4.86,0
52.09,22,withdrawal,0,3213,3,18.42,0
52.81,13,purchase,0,2844,5,18.73,0
135.78,20,purchase,0,201,2,0.04,0
374.16,13,withdrawal,0,1624,1,26.9,0
25.15,20,online,0,2592,0,8.35,0
47.96,15,purchase,0,192,2,31.25,0
141.73,21,purchase,0,2659,2,16.17,0
1031.44,13,online,0,129,6,294.85,1
88.68,14,transfer,0,2593,3,1.95,0
83.6,7,purchase,0,2274,0,15.12,0
17.13,19,purchase,0,2982,4,20.88,0
50.76,22,purchase,0,2614,1,8.45,0
49.92,20,transfer,0,345,5,9.31,0
51.68,13,transfer,1,139,3,9.7,0
5.89,10,withdrawal,0,1494,1,19.25,0
88.73,21,purchase,0,2665,3,0.82,0
11.95,14,transfer,0,290,4,3.41,0
18.8,8,purchase,0,3544,4,3.78,0
35.45,20,purchase,0,1365,1,18.65,0
66.91,8,withdrawal,0,3288,2,18.56,0
33.1,21,purchase,0,3354,4,19.81,0
35.04,17,purchase,0,1584,2,7.15,0
28.86,11,online,0,1291,3,3.88,0
424.63,21,purchase,1,72,7,57.92,1
38.75,22,withdrawal,0,849,2,2.89,0
58.28,11,purchase,0,3271,2,10.52,0
88.85,7,purchase,1,3370,1,41.71,0
18.08,6,purchase,0,1197,2,2.7,0
76.63,17,transfer,1,3237,5,3.17,0
72.88,19,purchase,0,2718,0,26.65,0
39.05,9,purchase,0,315,2,6.81,0
74.51,10,withdrawal,0,253,2,6.9,0
172.4,7,purchase,0,2768,3,10.17,0
76.39,13,online,0,911,3,19.82,0
34.7,20,purchase,0,2196,0,20.41,0
189.77,8,purchase,0,2873,1,82.06,0
125.0,10,online,1,3050,2,20.42,0
13.71,20,purchase,0,1691,0,57.87,0
134.53,18,purchase,0,1422,2,2.04,0
34.97,15,purchase,0,2758,0,2.29,0
29.58,10,purchase,0,3280,2,0.96,0
39.69,16,withdrawal,1,2882,0,17.2,0
69.39,16,purchase,0,1284,1,1.62,0
49.14,14,withdrawal,0,2241,2,16.18,0
2555.15,0,withdrawal,0,176,8,435.78,1
196.12,12,purchase,0,2319,1,10.12,0
88.56,11,withdrawal,0,1948,7,30.26,0
23.13,6,purchase,0,1047,2,13.04,0
28.16,19,purchase,0,2106,2,9.8,0
72.02,9,transfer,0,361,3,6.12,0
68.14,12,online,0,439,1,12.87,0
4.59,6,transfer,0,2830,0,0.94,0
251.35,17,transfer,0,81,3,369.32,1
62.29,21,transfer,0,1031,2,6.37,0
110.71,10,online,0,3608,0,20.54,0
8.8,15,purchase,0,1274,8,21.21,0
42.89,16,purchase,0,1437,1,46.41,0
112.89,20,transfer,0,1168,3,3.67,0
23.42,19,transfer,0,3281,0,1.79,0
12.53,6,purchase,0,797,0,32.49,0
166.24,22,purchase,0,1575,3,119.95,0
218.55,18,withdrawal,0,789,2,1.63,0
59.31,12,transfer,0,325,3,5.69,0
48.5,22,purchase,0,134,2,13.0,0
89.86,17,online,0,3575,3,16.03,0
60.2,8,purchase,0,1555,1,39.86,0
223.48,11,transfer,0,166,0,1.64,0
240.01,9,purchase,1,650,0,13.62,0
14.47,6,purchase,0,3285,2,6.26,0
67.59,16,transfer,1,3576,3,32.97,0
116.46,17,online,0,1133,3,24.74,0
51.2,19,withdrawal,0,3559,0,6.03,0
34.3,18,withdrawal,0,588,2,1.42,0
54.69,8,withdrawal,0,1487,2,2.8,0
103.45,13,online,0,2641,2,18.75,0
36.39,9,purchase,0,3125,1,5.03,0
84.65,13,online,0,2526,0,2.72,0
58.93,12,purchase,0,1179,2,18.02,0
23.4,15,withdrawal,0,2688,1,6.31,0
58.87,17,purchase,0,1018,4,35.53,0
133.65,11,transfer,0,2922,5,3.72,0
177.1,21,transfer,1,3510,3,33.55,0
84.29,18,purchase,1,3071,3,2.3,0
30.57,7,withdrawal,0,1105,0,62.17,0
85.84,18,transfer,0,521,0,0.3,0
62.34,22,purchase,0,1456,3,6.99,0
88.05,11,online,0,2423,4,11.5,0
40.18,18,withdrawal,0,397,2,12.37,0
745.78,5,online,0,307,10,673.88,1
239.2,10,withdrawal,0,3178,2,8.04,0
264.55,20,online,0,2658,0,12.47,0
10.63,11,withdrawal,0,1036,2,8.21,0
58.07,8,purchase,0,3179,0,0.69,0
64.08,17,transfer,1,1322,3,27.78,0
216.07,20,purchase,0,1275,3,25.28,0
84.0,8,online,0,2575,4,7.22,0
23.55,18,withdrawal,0,1049,3,0.22,0
142.11,8,withdrawal,0,2084,1,1.81,0
87.38,7,withdrawal,0,1795,1,17.57,0
18.35,14,purchase,0,2919,4,36.64,0
163.29,19,online,0,1467,3,14.44,0
41.27,11,withdrawal,0,2920,1,33.43,0
26.06,20,purchase,0,1787,3,39.6,0
77.38,7,purchase,0,2288,5,6.54,0
18.33,19,purchase,0,1041,0,2.03,0
65.89,14,withdrawal,1,1565,1,31.69,0
56.05,12,withdrawal,0,1579,1,1.86,0
104.75,16,purchase,0,1924,1,13.47,0
85.06,11,withdrawal,0,1389,1,4.15,0
63.53,15,purchase,0,1037,1,17.57,0
20.02,15,online,1,689,1,7.96,0
703.23,2,online,1,318,6,519.53,1
132.68,17,withdrawal,0,2800,1,46.66,0
101.23,14,transfer,0,2974,3,8.67,0
102.32,14,withdrawal,0,1623,2,3.92,0
175.36,21,purchase,0,254,3,1.29,0
8.08,19,online,0,942,1,2.65,0
67.71,19,withdrawal,0,1075,1,5.85,0
152.0,18,withdrawal,0,2489,3,2.0,0
23.2,11,withdrawal,0,2733,1,1.24,0
162.77,21,online,0,2631,4,24.08,0
39.33,17,purchase,0,1031,3,4.35,0
102.78,16,purchase,1,577,2,64.44,0
22.69,20,purchase,0,2405,4,30.78,0
116.16,18,withdrawal,0,1269,0,5.79,0
162.85,22,purchase,0,3532,2,27.94,0
75.22,19,online,0,896,2,33.09,0
189.58,13,online,0,3285,1,5.57,0
168.36,6,purchase,0,1979,2,10.19,0
29.17,14,purchase,0,3292,1,60.23,0
92.76,19,online,0,1446,0,20.39,0
11.47,7,purchase,0,3625,2,12.72,0
66.36,15,purchase,0,2717,3,23.58,0
62.09,10,online,0,67,2,3.43,0
177.33,8,withdrawal,0,979,2,24.68,0
70.97,9,online,0,977,1,4.91,0
85.28,16,transfer,0,1315,2,12.37,0
30.82,19,purchase,0,3097,1,1.27,0
28.08,20,purchase,0,3223,4,9.12,0
170.29,17,purchase,0,2528,3,43.34,0
32.06,17,online,0,2607,4,1.04,0
70.29,17,purchase,0,1093,0,16.05,0
25.4,13,purchase,0,339,4,3.27,0
36.61,14,transfer,0,2291,4,20.16,0
94.87,10,purchase,0,1921,1,8.61,0
50.73,19,transfer,0,3600,1,45.78,0
40.64,11,purchase,0,2447,5,10.84,0
133.16,8,online,0,1117,1,3.46,0
90.54,6,withdrawal,0,3025,2,11.11,0
115.76,7,online,0,613,1,9.34,0
71.54,9,purchase,0,1774,1,13.52,0
39.25,15,online,0,3637,4,3.31,0
35.62,18,online,0,2430,2,9.51,0
111.19,12,transfer,0,550,2,13.95,0
597.09,16,transfer,0,217,6,161.07,1
136.11,15,transfer,0,1165,2,7.8,0
39.97,16,purchase,0,2913,2,12.53,0
149.84,7,transfer,0,3006,5,0.16,0
49.34,12,purchase,0,2574,1,16.57,0
44.64,18,transfer,0,2931,2,5.34,0
92.87,17,withdrawal,0,2709,1,0.3,0
13.66,13,purchase,0,755,3,1.49,0
30.79,18,withdrawal,0,2483,1,4.03,0
219.71,13,purchase,0,2427,2,9.46,0
160.98,20,purchase,1,3463,4,3.4,0
161.42,12,purchase,0,51,1,21.59,0
182.17,11,purchase,0,1040,2,12.81,0
159.27,7,purchase,0,203,3,2.16,0
27.23,14,purchase,0,786,4,1.76,0
28.95,16,purchase,0,274,0,13.31,0
14.86,9,purchase,0,3343,2,2.18,0
71.49,17,withdrawal,0,1892,2,11.66,0
124.96,8,purchase,0,2614,5,2.19,0
81.65,15,withdrawal,0,2089,3,11.5,0
149.32,6,purchase,1,1150,0,27.17,0
74.39,17,online,0,3459,1,3.21,0
151.18,15,purchase,1,3384,3,1.78,0
35.76,12,withdrawal,0,3444,1,10.53,0
11.65,16,purchase,0,1581,2,3.45,0
132.81,8,withdrawal,0,825,5,0.68,0
39.84,8,online,0,167,0,19.91,0
29.14,12,online,0,1006,4,10.08,0
21.84,19,online,0,3330,1,0.46,0
115.1,11,purchase,0,3042,1,18.11,0
95.14,16,transfer,0,2506,2,24.89,0
107.02,13,purchase,0,316,1,72.52,0
223.25,11,transfer,0,761,2,24.81,0
103.7,15,purchase,0,278,2,32.25,0
72.72,19,online,0,3550,1,23.52,0
46.18,8,purchase,0,1589,2,6.0,0
38.65,19,transfer,0,2258,0,24.66,0
256.88,9,purchase,0,139,3,12.7,0
12.96,9,withdrawal,1,2819,3,1.85,0
43.89,19,purchase,0,2260,1,4.01,0
85.46,12,purchase,0,3114,6,3.91,0
43.59,17,online,0,826,0,40.38,0
37.46,12,purchase,0,1954,3,10.22,0
56.3,12,transfer,0,2957,4,11.18,0
102.81,17,transfer,1,2046,2,7.78,0
43.78,9,purchase,0,2732,3,15.78,0
112.1,12,transfer,0,2309,1,1.55,0
68.57,15,transfer,0,3643,0,23.56,0
141.74,21,purchase,0,3007,0,27.19,0
792.22,6,withdrawal,1,35,6,145.93,1
51.15,12,online,0,1941,2,11.14,0
197.01,20,online,0,1714,2,5.61,0
44.39,20,transfer,0,2566,1,41.8,0
46.06,12,online,0,1659,1,19.19,0
214.22,22,purchase,0,2650,0,18.3,0
42.74,7,withdrawal,0,2806,1,35.55,0
89.66,17,purchase,0,1624,0,3.18,0
27.83,15,purchase,0,2156,2,63.74,0
72.78,11,purchase,0,997,3,6.09,0
139.19,21,purchase,0,1250,1,9.49,0
77.55,8,purchase,0,815,1,27.2,0
37.4,15,transfer,0,666,2,0.67,0
86.57,6,withdrawal,0,423,1,6.61,0
39.22,10,transfer,0,3445,2,4.73,0
420.77,19,purchase,0,230,0,605.64,1
152.11,11,transfer,0,916,4,11.01,0
32.38,12,transfer,0,783,3,31.21,0
39.08,11,online,0,2605,2,19.28,0
54.27,12,transfer,0,276,0,6.28,0
62.1,12,withdrawal,0,159,2,6.11,0
111.69,16,transfer,0,2988,1,6.95,0
126.72,17,purchase,1,1629,2,20.52,0
37.73,19,purchase,0,448,1,3.76,0
113.24,8,purchase,0,2690,1,6.7,0
74.65,6,transfer,0,1151,2,8.55,0
83.6,18,purchase,0,2211,2,17.77,0
67.88,6,online,0,2100,0,4.76,0
213.39,16,transfer,0,596,0,12.03,0
33.49,16,purchase,0,3519,0,18.18,0
50.69,17,purchase,0,3503,1,3.83,0
54.23,14,withdrawal,0,643,4,28.64,0
72.9,15,withdrawal,0,478,2,35.44,0
29.22,11,online,0,726,1,18.08,0
20.68,21,purchase,0,252,1,2.35,0
75.26,6,purchase,0,1809,2,31.99,0
97.28,15,transfer,0,1759,1,4.29,0
132.29,12,withdrawal,0,1619,1,10.34,0
39.26,8,withdrawal,0,2454,4,13.01,0
26.99,6,purchase,0,2343,2,7.48,0
131.1,20,withdrawal,0,3199,0,3.45,0
89.1,19,withdrawal,0,3360,0,16.26,0
127.11,12,online,0,35,8,30.76,0
